Site_ID,Site_Name,Facility,Website,Phone,Attendance_Instructions,Site_Facilities,Service_Availability,Address,Suburb,State,Postcode,LGA,Latitude,Longitude,Delay,DelayText,Requirements,SymptomaticTestingOnly,Directions,TestTracker,AgeLimit,AddressOther,ServiceType,FacilityType,ServiceFormat,Mo_Start,Mo_End,Tu_Start,Tu_End,We_Start,We_End,Th_Start,Th_End,Fr_Start,Fr_End,Sa_Start,Sa_End,Su_Start,Su_End,Start_Lunch,End_Lunch,Description,Translation_Services,Toilets_Available,Parking_Options,Accessible_Parking,Status,StatusAlert,LastUpdatedTime
"4469","4Cyte Pathology - Kilsyth","Pathology Collection Centre","https://www.4cyte.com.au",,"• PCR testing available <br> • Walk-in also accepted  No booking required <br> • International travellers will need to visit www 4cyte com au and complete International Travellers details",,"Mon-Fri 8am-4pm, Sat 8am-12pm, Sun 9am-12pm. Closed 12:30pm-1pm. • Site will be closed from 12:30 PM to 1:00 PM for lunch","463 Mount Dandenong Road","Kilsyth","VIC","3137",,"-37.80116104729912","145.30665153959367",,"","","No","Use Street Address","No","All ages",,"Pathology Collection Centre","Fixed Clinic","Drive Through","8:00 AM","4:00 PM","8:00 AM","4:00 PM","8:00 AM","4:00 PM","8:00 AM","4:00 PM","8:00 AM","4:00 PM","8:00 AM","12:00 PM","9:00 AM","12:00 PM","12:30 PM","1:00 PM","• Site will be closed from 12:30 PM to 1:00 PM for lunch",,,,,"Open",,"2022-10-03 12:05:19"
"4653","Kyabram Test site - Walk Through","Walk-through Testing Facility",,"03 5857 0200","• PCR testing available <br> • RAT Kits available <br>",,"Mon,Thu 1:30pm-2:30pm, Tue-Wed,Fri-Sun Closed.","86-96 Fenaughty street","Kyabram","VIC","3620",,"-36.31460413414982","145.0424458708416",,"","","No","Use Street Address","Yes","All ages",,"Other","Other","Walk Through","1:30 PM","2:30 PM",,,,,"1:30 PM","2:30 PM",,,,,,,,,,,,,,"Open",,"2022-08-08 16:45:52"
"3916","Central Highlands Rural Health - Kyneton Health - Walk Through","Hospital Respiratory Clinic","https://www.chrh.org.au/coronavirus/","03 5422 9900","• PCR testing available <br> • RAT kits available <br> • By Appointment Only",,"Mon-Sun 8:15am-12pm.","7-25 Caroline Chisholm Drive","Kyneton","VIC","3444",,"-37.254485","144.469664",,"","","No","Use Street Address","No","All ages",,"Public Health Service","Hospital","Walk Through","8:15 AM","12:00 PM","8:15 AM","12:00 PM","8:15 AM","12:00 PM","8:15 AM","12:00 PM","8:15 AM","12:00 PM","8:15 AM","12:00 PM","8:15 AM","12:00 PM",,,,,,,,"Open",,"2022-07-19 15:22:02"
"1178","Gippsland Lakes Complete Health","Drive-through Testing Facility",,"03 5155 8300 - By Appointment Only","• PCR testing available <br> • RAT kits available <br>",,"By Appointment Only","18-28 Jemmeson St","Lakes Entrance","VIC","3909",,"-37.8738562","147.9983187",,"","","No","Use Street Address","No","All ages",,"Other","Other","Drive Through",,,,,,,,,,,,,,,,,"By Appointment Only",,,,,"Open",,"2022-07-19 16:29:15"
"3953","EACH - Lilydale GP Respiratory Clinic","Walk-through Testing Facility","https://www.each.com.au/service/each-gp-respiratory-clinic/","1300 097 151","• PCR testing available <br> • Bookings only - No walk-ins, make an appointment at https://www.each.com.au/service/each-gp-respiratory-clinic/ <br> • Closed 12:45pm -1:15pm <br> • Closing time may be impacted by wait times. For example, if wait time is 30 minutes, this site may not accept additional clients for testing 30 minutes before closing time <br> • Contact via Email: covidcallcentre@each.com.au  ",,"Mon 8:30am-7pm, Tue,Thu 11am-7pm, Wed,Sun 8:30am-4pm, Fri 11:30am-7pm, Sat Closed. By appointment only","18-22 Lakeview Drive","Lilydale","VIC","3140",,"-37.775497114385324","145.35796173998165",,"","","No","Use Street Address","No","All ages",,"GP Respiratory Clinic","Fixed Clinic","Walk Through","8:30 AM","7:00 PM","11:00 AM","7:00 PM","8:30 AM","4:00 PM","11:00 AM","7:00 PM","11:30 AM","7:00 PM",,,"8:30 AM","4:00 PM",,,"By appointment only",,"Yes","Free parking available","Yes","Open",,"2022-09-29 19:37:58"
"3994","Great Ocean Road Health - Lorne Community Hospital","Hospital Respiratory Clinic","https://www.greatoceanroadhealth.com.au/","03 5289 4300 - By appointment only","• PCR testing available <br> • RAT kits available <br> • By appointment only  ",,"Mon-Sun 9am-4pm.","1 Albert Street","Lorne","VIC","3232",,"-38.54535","143.9803644",,"","","No","Use Street Address","Yes","All ages",,"Public Health Service","Hospital","Drive Through","9:00 AM","4:00 PM","9:00 AM","4:00 PM","9:00 AM","4:00 PM","9:00 AM","4:00 PM","9:00 AM","4:00 PM","9:00 AM","4:00 PM","9:00 AM","4:00 PM",,,,,,,,"Open",,"2022-07-22 12:55:10"
"4526","Mallacoota District Health","Walk-through Testing Facility",,,"• PCR testing available",,"Mon-Fri 8:30am-12pm, Sat-Sun Closed.","Genoa-Mallacoota Road, Corner Mattsson Street","Mallacoota","VIC","3892",,"-37.558187116450924","149.7506945307467",,"","","No","Use Latitude/Longitude","No",,,"Private GP Clinic","Fixed Clinic","Walk Through","8:30 AM","12:00 PM","8:30 AM","12:00 PM","8:30 AM","12:00 PM","8:30 AM","12:00 PM","8:30 AM","12:00 PM",,,,,,,,,,,,"Open",,"2022-09-30 15:00:32"
"4023","Mansfield Testing Clinic","Hospital Respiratory Clinic","https://mdh.org.au/","0428 694 968","• PCR testing available <br> • RAT kits available",,"Mon-Tue,Thu-Fri 10am-12pm, Wed,Sat-Sun Closed.","53 Highett Street","Mansfield","VIC","3722",,"-37.05746778883883","146.0864547534939",,"","","No","Use Street Address","Yes","All ages","By appointment only","Public Health Service","Hospital","Drive Through","10:00 AM","12:00 PM","10:00 AM","12:00 PM",,,"10:00 AM","12:00 PM","10:00 AM","12:00 PM",,,,,,,,,,,,"Open",,"2022-09-30 14:52:52"
"4110","4Cyte Pathology - Melbourne CBD - Walk Through","Pathology Collection Centre","https://www.4cyte.com.au/Covid19_Location_Melbourne.php","0434 888 775","• PCR testing available <br> • Walk-through <br> • Asymptomatic and International Travel testing Purposes Only ",,"Mon-Fri 8am-4pm, Sat 8am-12pm, Sun 9am-12pm. Closed 12:30pm-1pm. • Site will be closed from 12:30 PM to 1:00 PM for lunch","231 Russell Street","Melbourne","VIC","3000",,"-37.8110922","144.9670454",,"","","No","Use Street Address","No","All ages","Walk in room.","Pathology Collection Centre","Fixed Clinic","Walk Through","8:00 AM","4:00 PM","8:00 AM","4:00 PM","8:00 AM","4:00 PM","8:00 AM","4:00 PM","8:00 AM","4:00 PM","8:00 AM","12:00 PM","9:00 AM","12:00 PM","12:30 PM","1:00 PM","• Site will be closed from 12:30 PM to 1:00 PM for lunch",,,,,"Open",,"2022-10-03 12:07:51"
"4676","Melton Respiratory Clinic - Symptomatic respiratory assessments/ symptomatic testing ONLY","Walk-through Testing Facility","https://www.meltonmedicalcentre.com.au/","03 8746 0266","• Onsite Parking, Easy Access","Wheelchair accessible","Mon 07:30am-01:30pm, Tue 8am-5pm, Wed 8am-11:30pm, Thu 6pm-11pm, Fri 05:30pm-10:30pm, Sat Closed, Sun 7am-11am. Additional hours: <br> Monday: 05:30PM-11:30PM","247/251 Station Street","Melton","VIC","3337",,"-37.68457170388461","144.57790597070786",,"","","No","Use Street Address","No","All ages",,"GP Respiratory Clinic","Fixed Clinic","Walk Through","07:30 AM","01:30 PM","8:00 AM","5:00 PM","8:00 AM","11:30 PM","6:00 PM","11:00 PM","05:30 PM","10:30 PM",,,"7:00 AM","11:00 AM",,,"Additional hours: <br> Monday: 05:30PM-11:30PM ",,,,,"Open",,"2022-09-13 12:13:30"
"4597","Mentone Respiratory Clinic - Symptomatic testing only","Walk-through Testing Facility","https://www.mentonemedical.com.au ","0413 038 995","• PCR testing available <br> 
• Symptomatic respiratory assessments/testing ONLY   No asymptomatic COVID-19 testing (including pre travel PCR tests)  <br> 
• Two hour on-site parking ",,"Mon-Fri 7am-11pm, Sat-Sun 7am-9pm.","Thrift Park Shopping Centre, 24/171 Nepean Highway","Mentone","VIC","3194",,"-37.98390658524019","145.0766434831053",,"","","No","Use Street Address","No","All ages",,"GP Respiratory Clinic","Fixed Clinic","Walk Through","7:00 AM","11:00 PM","7:00 AM","11:00 PM","7:00 AM","11:00 PM","7:00 AM","11:00 PM","7:00 AM","11:00 PM","7:00 AM","9:00 PM","7:00 AM","9:00 PM",,,,,,,,"Open",,"2022-09-26 08:56:11"
"4099","Barratt and Smith Pathology - Langtree Ave Mildura - Walk Through","Pathology Collection Centre","https://www.dhm.com.au/locations/MD1/Mildura/","03 5055 0400","• PCR testing available <br> • Walk through at the rear of 129 Langtree Avenue ",,"Mon-Fri 8am-4pm, Sat 8am-12pm, Sun Closed.","127 Langtree Avenue","Mildura","VIC","3500",,"-34.1871317","142.1553893",,"","","No","Use Street Address","No","All ages",,"Pathology Collection Centre","Fixed Clinic","Walk Through","8:00 AM","4:00 PM","8:00 AM","4:00 PM","8:00 AM","4:00 PM","8:00 AM","4:00 PM","8:00 AM","4:00 PM","8:00 AM","12:00 PM",,,,,,,,,,"Open",,"2022-08-05 16:17:04"
"4626","Mill Park Respiratory Clinic (DPV Health)","Walk-through Testing Facility","https://www.dpvhealth.org.au/all-services/respiratory-clinic/ ","1300 234 263","• PCR testing available",,"Mon,Wed 10am-9:30pm, Tue,Thu-Sun 10am-5:30pm.","20 Civic Drive","Mill Park","VIC","3082",,"-37.6501552959453","145.06649024148507",,"","","No","Use Street Address","No","All ages","Symptomatic respiratory assessments/ symptomatic testing ONLY","GP Respiratory Clinic","Fixed Clinic","Walk Through","10:00 AM","9:30 PM","10:00 AM","5:30 PM","10:00 AM","9:30 PM","10:00 AM","5:30 PM","10:00 AM","5:30 PM","10:00 AM","5:30 PM","10:00 AM","5:30 PM",,,,,,,,"Open",,"2022-09-29 19:20:47"
"4671","Whitehorse Respiratory Clinic - symptomatic respiratory assessments only","Walk-through Testing Facility","www.whitehorserespiratory.com.au 
https://www.hotdoc.com.au/medical-centres/mitcham-VIC-3132/whitehorse-respiratory-clinic/doctors","9123 4414","• Email: admin@whitehorserespiratory.com.au",,"Mon-Sun 11:30am-8pm.","2/593 Whitehorse Road ","Mitcham","VIC","3029",,"-37.81513554696096","145.20116347123144",,"","","No","Use Street Address","No","All ages","Car parking available on site. Entrance is at the rear building. ","GP Respiratory Clinic","Fixed Clinic","Walk Through","11:30 AM","8:00 PM","11:30 AM","8:00 PM","11:30 AM","8:00 PM","11:30 AM","8:00 PM","11:30 AM","8:00 PM","11:30 AM","8:00 PM","11:30 AM","8:00 PM",,,,,,,,"Open",,"2022-09-29 19:40:32"
"4163","Melbourne Pathology - Moe - Walk Through","Pathology Collection Centre","https://www.mps.com.au/locations/collection-centres/?P=117","03 5127 2004 - By appointment only.","• PCR testing available <br>
This site only accepts patients that requite COVID testing for the following:<br>• Prepaid international travel<br>• Pre-op patients (patients must have a referral or QR code)<br> • Pregnant patients<br>• Patients requiring hospital admission or entry<br>• Corporate testing patients <br>COVID testing will NOT be performed on:<br> • Symptomatic patients<br>• Patients that have had a rapid  antigen test (RAT)<br>• Close contact patients<br>• Returned travellers (Day 1 and Day 5)<br>• General asymptomatic testing (that is not in the accepted list above)<br> • Asymptomatic Nursing Home Staff<br> • Asymptomatic Hotel Quarantine workers ",,"Mon-Fri 8am-5pm, Sat 8:30am-11:30am, Sun Closed. Asymptomatic only – also excludes testing for patients from Tier 1, 2, 3 exposure sites and red and orange zones.","46 - 48 Albert Street","Moe","VIC","3825",,"-38.1744393","146.262812",,"","","No","Use Street Address","No","All ages",,"Pathology Collection Centre","Fixed Clinic","Walk Through","8:00 AM","5:00 PM","8:00 AM","5:00 PM","8:00 AM","5:00 PM","8:00 AM","5:00 PM","8:00 AM","5:00 PM","8:30 AM","11:30 AM",,,,,"Asymptomatic only – also excludes testing for patients from Tier 1, 2, 3 exposure sites and red and orange zones.",,,,,"Open",,"2022-08-04 15:03:51"
"4467","Moe Senior Citizen's Centre ","Walk-through Testing Facility",,,"• PCR testing available <br>
• RAT kits available <br>• No appointments required",,"Mon,Wed,Fri-Sun Closed, Tue,Thu 9am-11am.","45A Langford Street","Moe","VIC","3825",,"-38.17864370115892","146.2604073972795",,"","","No","Use Street Address","Yes","All ages",,"Public Health Service","Fixed Clinic","Walk Through",,,"9:00 AM","11:00 AM",,,"9:00 AM","11:00 AM",,,,,,,,,,,,,,"Open",,"2022-04-26 15:02:41"
"4656","4Cyte Pathology - Mornington","Pathology Collection Centre","https://www.4cyte.com.au/",,"• PCR testing available <br> • Walk-in also accepted, no booking required  <br> • International travellers will need to visit www 4cyte com au and complete International Travellers details",,"Mon-Fri 8am-12pm, Sat-Sun Closed.","86 Tanti Avenue","Mornington","VIC","3931",,"-38.221520974320825","145.04512805404863",,"","","No","Use Street Address","No","All ages",,"Pathology Collection Centre","Fixed Clinic","Drive Through","8:00 AM","12:00 PM","8:00 AM","12:00 PM","8:00 AM","12:00 PM","8:00 AM","12:00 PM","8:00 AM","12:00 PM",,,,,,,,,,,,"Open",,"2022-10-03 12:09:35"
"3958","ACL - Mornington - Walk Through","Pathology Collection Centre","https://www.clinicallabs.com.au/about-us/doctor-media-releases/novel-coronavirus-vic/","03 5975 9993","• PCR testing available <br>• Closed 1pm - 1:30pm",,"Mon-Fri 9am-1pm, Sat-Sun Closed.","127 Tanti Avenue","Mornington","VIC","3931",,"-38.2243249","145.0477589",,"","","No","Use Street Address","No","All ages",,"Pathology Collection Centre","Fixed Clinic","Walk Through","9:00 AM","1:00 PM","9:00 AM","1:00 PM","9:00 AM","1:00 PM","9:00 AM","1:00 PM","9:00 AM","1:00 PM",,,,,,,,,"Yes - Accessible",,"Yes","Open",,"2022-04-22 13:18:13"
"4165","Melbourne Pathology - Mornington - Walk Through","Pathology Collection Centre","https://www.mps.com.au/locations/collection-centres/?P=117","03 5975 2362","• PCR testing available <br> This site only accepts patients that requite COVID testing for the following:<br>Prepaid international travel<br>• Pre-op patients (patients must have a referral or QR code)<br> • Pregnant patients<br>• Patients requiring hospital admission or entry<br>• Corporate testing patients<br>COVID testing will NOT be performed on:<br> • Symptomatic patients<br>• Patients that have had a rapid  antigen test (RAT)<br>• Close contact patients<br>• Returned travellers (Day 1 and Day 5)<br>• General asymptomatic testing (that is not in the accepted list above)<br> • Asymptomatic Nursing Home Staff<br> • Asymptomatic Hotel Quarantine workers",,"Mon-Fri 8:30am-5pm, Sat 8:30am-12pm, Sun Closed. Asymptomatic only – also excludes testing for patients from Tier 1, 2, 3 exposure sites and red and orange zones.","262 Main Street","Mornington","VIC","3931",,"-38.2235605","145.0416337",,"","","No","Use Street Address","No","All ages",,"Pathology Collection Centre","Fixed Clinic","Walk Through","8:30 AM","5:00 PM","8:30 AM","5:00 PM","8:30 AM","5:00 PM","8:30 AM","5:00 PM","8:30 AM","5:00 PM","8:30 AM","12:00 PM",,,,,"Asymptomatic only – also excludes testing for patients from Tier 1, 2, 3 exposure sites and red and orange zones.",,,,,"Open",,"2022-08-04 15:03:51"
"4021","Alpine Health - Mt Beauty Hospital - Walk Through","Hospital Respiratory Clinic","https://www.alpinehealth.org.au/news-events/news/information-for-visitors-to-the-alpine-communities","03 5754 3500","• PCR testing available <br> • No appointments required <br> • Please pre-register before arrival <br> • RAT kits available",,"Mon,Wed,Fri 2:30pm-3:30pm, Tue,Thu,Sat-Sun Closed.","2-8 Hollonds Street ","Mount Beauty","VIC","3699",,"-36.7432283","147.1693449",,"","","No","Use Street Address","Yes","All ages",,"Public Health Service","Hospital","Walk Through","2:30 PM","3:30 PM",,,"2:30 PM","3:30 PM",,,"2:30 PM","3:30 PM",,,,,,,,,,,,"Open",,"2022-07-19 13:55:39"
"4150","4Cyte Pathology - Mount Waverley Drive-Through","Pathology Collection Centre","https://www.4cyte.com.au/OurLocations.php","0466 725 058","• PCR testing available<br> • Remain in vehicle at all times",,"Mon-Fri 8am-4pm, Sat 8am-12pm, Sun 9am-12pm. Closed 12:30pm-1pm. • Site will be closed from 12:30 PM to 1:00 PM for lunch","533 Blackburn Road","Mount Waverley","VIC","3149",,"-37.89831969249205","145.14308015553402",,"","","No","Use Street Address","No","All ages",,"Pathology Collection Centre","Fixed Clinic","Drive Through","8:00 AM","4:00 PM","8:00 AM","4:00 PM","8:00 AM","4:00 PM","8:00 AM","4:00 PM","8:00 AM","4:00 PM","8:00 AM","12:00 PM","9:00 AM","12:00 PM","12:30 PM","1:00 PM","• Site will be closed from 12:30 PM to 1:00 PM for lunch",,,,,"Open",,"2022-10-03 12:11:56"
"4471","4Cyte Pathology - Mount Waverley Walk-Through ","Pathology Collection Centre","https://www.4cyte.com.au/OurLocations.php","0466 388 679","• PCR testing available",,"Mon-Fri 8am-4pm, Sat 8am-12pm, Sun 9am-12pm. Closed 12:30pm-1pm. • Site will be closed from 12:30 PM to 1:00 PM for lunch","533 Blackburn Road","Mount Waverley","VIC","3149",,"-37.89873311963096","145.1430150860889",,"","","No","Use Street Address","No","All ages",,"Pathology Collection Centre","Fixed Clinic","Walk Through","8:00 AM","4:00 PM","8:00 AM","4:00 PM","8:00 AM","4:00 PM","8:00 AM","4:00 PM","8:00 AM","4:00 PM","8:00 AM","12:00 PM","9:00 AM","12:00 PM","12:30 PM","1:00 PM","• Site will be closed from 12:30 PM to 1:00 PM for lunch",,,,,"Open",,"2022-10-03 12:13:15"
"4564","Monash Respiratory Clinic - Symptomatic testing only","Walk-through Testing Facility","https://www.monashrespiratory.com.au/ ","03 7067 9650","• PCR testing available <br> • Respiratory assessments for symptomatic patients only  <br> • No asymptomatic COVID-19 testing (including pre travel PCR tests) ","Wheelchair accessible","Mon 8am-5pm, Tue 8am-10pm, Wed-Fri 8am-9pm, Sat 11am-8pm, Sun 9am-6pm.","408 Huntingdale Road","Mount Waverley","VIC","3149",,"-37.881135716820644","145.10945586661563",,"","","No","Use Latitude/Longitude","No","All ages","Symptomatic respiratory assessments or testing ONLY.","GP Respiratory Clinic","Fixed Clinic","Walk Through","8:00 AM","5:00 PM","8:00 AM","10:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","11:00 AM","8:00 PM","9:00 AM","6:00 PM",,,,,,,,"Open",,"2022-10-03 16:10:57"
"4669","Glen Eira Respiratory Clinic - Symptomatic respiratory assessments/ symptomatic testing ONLY","Walk-through Testing Facility","https://www.hotdoc.com.au/medical-centres/murrumbeena-VIC-3163/sandringham-ambulatory-covid-19-testing-clinic/doctors ","03 9119 1088","• PCR testing available <br> • Appointment preferred but walk-ins accepted",,"Mon-Fri 7:30am-9:30pm, Sat 8am-8pm, Sun 8am-2pm.","89-91 Murrumbeena Road","Murrumbeena","VIC","3163",,"-37.890656738346564","145.06616967123696",,"","","No","Use Street Address","No","All ages",,"GP Respiratory Clinic","Fixed Clinic","Walk Through","7:30 AM","9:30 PM","7:30 AM","9:30 PM","7:30 AM","9:30 PM","7:30 AM","9:30 PM","7:30 AM","9:30 PM","8:00 AM","8:00 PM","8:00 AM","2:00 PM",,,,,,,,"Open",,"2022-10-10 11:42:11"
"4684","Murrumbeena Walk Up Testing Centre","Community Health Respiratory Clinic",,,"• PCR testing available<br>• RAT kits available","Wheelchair accessible","Mon-Sun 9am-5pm.","89-91 Murrumbeena Road","Murrumbeena","VIC","3163",,"-37.89068213942174","145.06604092425604",,"","","No","Use Street Address","No","All ages",,"Community Health","Fixed Clinic","Walk Through","9:00 AM","5:00 PM","9:00 AM","5:00 PM","9:00 AM","5:00 PM","9:00 AM","5:00 PM","9:00 AM","5:00 PM","9:00 AM","5:00 PM","9:00 AM","5:00 PM",,,,,,,,"Open",,"2022-08-12 17:49:04"
"4625","Casey Respiratory Clinic - symptomatic respiratory assessments only","Walk-through Testing Facility","https://www.caseygatemc.com.au/","03 9975 4196","• PCR testing available<br>• Respiratory assessments for symptomatic patients only<br>• No asymptomatic COVID-19 testing (including pre travel PCR tests)","Wheelchair accessible","Mon-Sat 7am-9pm, Sun 9am-5pm.","33-34 Mack Road","Narre Warren South","VIC","3805",,"-38.04534851711383","145.30284715722053",,"","","No","Use Street Address","No","All ages","Casey Gate Medical Centre. Symptomatic respiratory assessments or testing ONLY.","GP Respiratory Clinic","Fixed Clinic","Walk Through","7:00 AM","9:00 PM","7:00 AM","9:00 PM","7:00 AM","9:00 PM","7:00 AM","9:00 PM","7:00 AM","9:00 PM","7:00 AM","9:00 PM","9:00 AM","5:00 PM",,,,,,,,"Open",,"2022-09-26 08:56:11"
"4002","NCN Health - Nathalia Hospital - Appointment only","Hospital Respiratory Clinic","https://ncnhealth.org.au/","03 5866 9444 - Weekdays by appointment only.","• PCR testing available by appointment only<br> • RAT kits available",,"By appointment only.","36-44 McDonell Street","Nathalia","VIC","3638",,"-36.0562596","145.1976605",,"","","No","Use Street Address","Yes","All ages",,"Public Health Service","Hospital","Walk Through",,,,,,,,,,,,,,,,,"By appointment only.",,,,,"Open",,"2022-09-30 11:35:00"
"4292","4Cyte Pathology - Newcomb - Drive Through","Pathology Collection Centre","https://www.4cyte.com.au/Covid19_Location_Newcomb.php","13 42 98","• Remain in vehicle at all times.",,"Mon-Fri 8am-4pm, Sat 8am-12pm, Sun 9am-12pm. Closed 12:30pm-1pm. • Site will be closed from 12:30 PM to 1:00 PM for lunch","46 Bellarine Highway","Newcomb","VIC","3219",,"-38.17002298388604","144.38915989638613",,"","","No","Use Street Address","No","All ages",,"Pathology Collection Centre","Fixed Clinic","Drive Through","8:00 AM","4:00 PM","8:00 AM","4:00 PM","8:00 AM","4:00 PM","8:00 AM","4:00 PM","8:00 AM","4:00 PM","8:00 AM","12:00 PM","9:00 AM","12:00 PM","12:30 PM","1:00 PM","• Site will be closed from 12:30 PM to 1:00 PM for lunch",,,,,"Open","Operating with Extended Hours","2022-10-03 11:50:13"
"3970","4Cyte Pathology - Newcomb - Walk Through","Pathology Collection Centre","https://www.4cyte.com.au/Covid19_Location_Geelong.php","0435 165 137","• Remain in vehicle at all times.",,"Mon-Fri 8am-4pm, Sat 8am-12pm, Sun 9am-12pm. Closed 12:30pm-1pm. • Site will be closed from 12:30 PM to 1:00 PM for lunch","46 Bellarine Highway","Newcomb","VIC","3219",,"-38.1701519","144.3892318",,"","","No","Use Street Address","No","All ages","Side entrance of collection centre.","Pathology Collection Centre","Fixed Clinic","Walk Through","8:00 AM","4:00 PM","8:00 AM","4:00 PM","8:00 AM","4:00 PM","8:00 AM","4:00 PM","8:00 AM","4:00 PM","8:00 AM","12:00 PM","9:00 AM","12:00 PM","12:30 PM","1:00 PM","• Site will be closed from 12:30 PM to 1:00 PM for lunch",,,,,"Open","Operating with Extended Hours","2022-10-03 11:46:28"
"4054","ACL - Newtown (Geelong) - Drive Through","Pathology Collection Centre","https://www.clinicallabs.com.au/about-us/doctor-media-releases/novel-coronavirus-vic/","0419 208 657","Closed 1-2pm <br>PCR and RAT kits available ",,"Mon-Sun 8am-4pm.","241 Pakington Street","Newtown","VIC","3220",,"-38.1468507","144.3466936",,"","","No","Use Street Address","Yes","All ages",,"Pathology Collection Centre","Fixed Clinic","Drive Through","8:00 AM","4:00 PM","8:00 AM","4:00 PM","8:00 AM","4:00 PM","8:00 AM","4:00 PM","8:00 AM","4:00 PM","8:00 AM","4:00 PM","8:00 AM","4:00 PM",,,,,"No",,,"Open",,"2022-10-03 09:37:47"
"3974","Melbourne Pathology - North Melbourne ","Pathology Collection Centre","https://www.mps.com.au/coronavirus-covid-19/covid-19-dedicated-collection-sites/","03 9287 7700","• PCR testing available ",,"Mon-Sun 8:30am-4:30pm.","70 Alfred Street","North Melbourne","VIC","3051",,"-37.7903532","144.9381817",,"","","No","Use Street Address","No","All ages",,"Pathology Collection Centre","Fixed Clinic","Walk Through","8:30 AM","4:30 PM","8:30 AM","4:30 PM","8:30 AM","4:30 PM","8:30 AM","4:30 PM","8:30 AM","4:30 PM","8:30 AM","4:30 PM","8:30 AM","4:30 PM",,,,,,,,"Open",,"2022-08-05 12:48:14"
"4540","Melbourne Pathology - North Melbourne","Pathology Collection Centre","https://www.mps.com.au/coronavirus-covid-19/covid-19-dedicated-collection-sites/","9287 7700 ","• PCR testing available <br> • Requires a booking by calling 9287 7700 and selecting option 4 <br> •  Drive through, remain in vehicle",,"Mon-Sun 8:30am-4:30pm.","74 Alfred Street","North Melbourne","VIC","3051",,"-37.79010878719236","144.93810529637634",,"","","No","Use Street Address","No","All ages",,"Pathology Collection Centre","Fixed Clinic","Drive Through","8:30 AM","4:30 PM","8:30 AM","4:30 PM","8:30 AM","4:30 PM","8:30 AM","4:30 PM","8:30 AM","4:30 PM","8:30 AM","4:30 PM","8:30 AM","4:30 PM",,,,,,,,"Open",,"2022-06-13 10:50:23"
"4687","North Melbourne Paediatric Respiratory Clinic (symptomatic respiratory assessments ONLY)","Walk-through Testing Facility","https://www.hotdoc.com.au/medical-centres/north-melbourne-VIC-3051/cohealth-north-melbourne/doctors","0486 008 315","• PAEDIATRIC PATIENTS ONLY (0-17 Years Old)<br>• Appointment preferred","Wheelchair accessible","Mon-Fri 6pm-11pm, Sat-Sun 10am-6pm.","505 Abbotsford Street","North Melbourne","VIC","3051",,"-37.79398214113565","144.94545278384854",,"","","No","Use Street Address","No",,,"GP Respiratory Clinic","Fixed Clinic","Walk Through","6:00 PM","11:00 PM","6:00 PM","11:00 PM","6:00 PM","11:00 PM","6:00 PM","11:00 PM","6:00 PM","11:00 PM","10:00 AM","6:00 PM","10:00 AM","6:00 PM",,,,,,,,"Open",,"2022-08-31 17:08:44"
"4667","Northcote Respiratory Clinic - Symptomatic respiratory assessments/ symptomatic testing ONLY","Walk-through Testing Facility","https://www.yourch.org.au/our-services/covid-19/general-practice-respiratory-clinic/","(03) 8470 1111","• PCR testing available <br>• Symptomatic respiratory assessments/ symptomatic testing ONLY  <br> • HotDoc https://www.hotdoc.com.au/medical-centres/northcote-VIC-3070/your-community-health-northcote-respiratory-clinic/doctors • Planned re-opening on 20 June 2022 <br>",,"Mon-Sun 8:30am-4:30pm.","42 Separation Street","Northcote","VIC","3070",,"-37.769668095183164"," 145.00130205588982",,"","","No","Use Street Address","No","All ages","Please observe signage. Entrance to Respiratory Clinic is at rear of building.","GP Respiratory Clinic","Fixed Clinic","Walk Through","8:30 AM","4:30 PM","8:30 AM","4:30 PM","8:30 AM","4:30 PM","8:30 AM","4:30 PM","8:30 AM","4:30 PM","8:30 AM","4:30 PM","8:30 AM","4:30 PM",,,,,,,,"Open",,"2022-09-13 12:09:28"
"3998","NCN Health - Numurkah Hospital - Appointment only","Hospital Respiratory Clinic","https://ncnhealth.org.au/","5862 0560 - By appointment only.","• PCR testing available <br> 
• RAT kits available <br> • COVID testing is available on select days, please call for appointment times <br>",,"Mon,Wed-Sun Closed, Tue 11am-11:30am.","2 Katamatite-Nathalia Road","Numurkah","VIC","3636",,"-36.0996528","145.4428907",,"","","No","Use Street Address","Yes","All ages",,"Public Health Service","Hospital","Walk Through",,,"11:00 AM","11:30 AM",,,,,,,,,,,,,,,,,,"Open",,"2022-09-30 11:36:52"
